isbn,language_code,text_reviews_count,authors,publisher,num_pages,isbn13,bookID,ratings_count,title,average_rating,publication_month,publication_year
0451139135,eng,2,Elsie Gage,Signet,5,9780451139139,9083471,5,Your Obedient Servant,2,11,1985
0595171354,,1,Paul R. Meredith,Writer's Showcase Press,2,9780595171354,13734635,2,His Soul Mate,2,1,2001
0007284683,,1,"Neil Morrissey, Richard Fox",HarperCollins UK,4,9780007284689,5108064,4,Morrissey's Perfect Pint,2,9,2008
1904312330,,2,Steve Emecz,MX Publishing,4,9781904312338,4417527,4,"The Max Jones Novels - Cut to the Chase, Cuban Cut",2,5,2008
1582403686,,2,"Justin Gray, Jimmy Palmiotti, Christopher Shy",Image Comics,6,9781582403687,742001,6,Cloudburst,2,9,2004
0692583416,,1,Bob Woolsey,Robert J. Woolsey,1,9780692583418,28637382,1,The General's Briefer,2,12,2015
1508733031,,1,Margaret Sidney,Createspace Independent Publishing Platform,3,9781508733034,27649557,3,"Five Little Peppers Series 5 Book Combo: Five Little Peppers and How They Grew, Midway, Grown Up, and Their Friends, Adventures of Joel Pepper, Abroad",2,3,2015
0345253159,,1,Hilary Ford,Ballantine Books,1,9780345253156,3198881,1,Castle Malindine,2,12,1976
201383165X,fre,1,Laure Phelipon,Hachette,1,9782013831659,30185451,1,Petites princesses musiciennes,2,,2014
9984319121,,1,Daniels Bilensteins,Madris,4,9789984319124,11301850,4,Sieviete visam mūžam,2,,2005
0802427391,,1,"Larry Burkett, Cheri Fuller",Moody Publishers,2,9780802427397,2043183,2,The Financial Guide for the Single Parent Workbook,2,2,1997
047171965X,,2,Floyd Upperman,John Wiley & Sons,3,9780471719656,1842242,3,Commitments of Traders: Strategies for Tracking the Market and Trading Profitably,2,12,2005
1404800492,,2,Anne Cassidy,Picture Window Books,5,9781404800496,853714,5,Cleo And Leo,2,9,2002
8881126281,ita,7,Melissa Panarello,Fazi,57,9788881126286,6737557,57,L'odore del tuo respiro,2,5,2005
0896726819,,2,"Emerita Romero-anderson, Randy Pijoan, Randall Pijoan",Texas Tech University Press,6,9780896726819,9447572,6,Milagro of the Spanish Bean Pot,2,4,2011
1877561193,,1,"Emma Parker, Marguerite Renaud",Second Edition,1,9781877561191,8055298,1,Sam the Traveling Snail,2,2,2010
1609182529,eng,1,"Julie Jacobson, Kelly Johnson, Diane Lapp",The Guilford Press,3,9781609182526,11556402,3,Effective Instruction for English Language Learners: Supporting Text-Based Comprehension and Communication Skills,2,4,2011
1937530663,,1,William H Labarge,Crossroad Press,1,9781937530662,20300493,1,Lightning Strike Twice,2,12,2013
1907637869,,2,"Bjarne Riis, Lars Steen Pedersen, Ellis Bacon",Vision Sports Publishing,4,9781907637865,22165051,4,Riis: Stages of Light and Dark,2,5,2012
1582610312,,1,"Bob Allen, Bill Gilbert",Sports Publishing LLC,3,9781582610313,1222087,3,The 500 Home Run Club: Baseball's 15 Greatest Home Run Hitters From Aaron To Williams,2,3,1999
0807041181,,1,Louise Harmon,Beacon Press,1,9780807041185,878831,1,Fragments on the Deathwatch,2,3,1998
0810851423,,1,Della Couling,Scarecrow Press,2,9780810851429,1709987,2,Ferruccio Busoni: A Musical Ishmael,2,12,2004
0971880174,eng,57,Rich Shapero,TooFar Media,104,9780971880177,29756284,104,Arms from the Sea,2,4,2016
3455401082,ger,1,Karl-Heinz Ott,Hoffmann und Campe,3,9783455401080,7342883,3,Ob wir wollen oder nicht,2,1,2008
3548302750,,1,Gina Kaus,Ullstein Taschenbuch,1,9783548302751,3719600,1,Teufel in Seide: Roman,2,,1992
8860730686,ita,2,"Maurizio Milani, Gino Vignali, Michele Mozzati",Dalai Editore,2,9788860730688,23515226,2,"Vantarsi, bere liquori e illudere la donna",2,6,2007
9766373299,,1,"Mervyn Morris, Carolyn Allen",Ian Randle Publishers,2,9789766373290,3004378,2,Writing Life: Reflections By West Indian Writers,2,9,2000
1596543566,,1,Terence Fizbancroft,The Olympia Press,5,9781596543560,3871644,5,"My Sister, My Sin",2,9,2006
1426809336,eng,2,Jenesi Ash,Harlequin Spice,15,9781426809330,3212812,15,Anything You Want,2,10,2008
061524310X,,3,Bonn Turkington,Two Roads Press,5,9780615243108,6466148,5,Velwythe: Resurrection of the Mind,2,12,2009
9462651310,,1,Bart Custers,T.M.C. Asser Press,2,9789462651319,30460574,2,The Future of Drone Use: Opportunities and Threats from Ethical and Legal Perspectives,2,10,2016
0752482297,,1,Ian Morgan,History Press (SC),1,9780752482293,16596065,1,Olde Nottinghamshire Punishments,2,5,2012
1401220657,en-US,14,"Steve Englehart, Joe Staton, Ian Gibson",DC Comics,77,9781401220655,3776558,77,Millennium,2,8,2008
0595344224,,3,Sue Young,iUniverse,5,9780595344222,1860467,5,Lethal Friendship: A Mother's Battle to Put--And Keep--A Serial Killer Behind Bars,2,4,2005
143274108X,,1,Ani Palacios Mc Bride,Outskirts Press,4,9781432741082,6988697,4,Nos Vemos En Purgatorio: A Todos Nos Toca Pagarla En Esta Vida,2,8,2009
8804596678,,3,Pierdavide Carone,Mondadori,35,9788804596677,11124928,35,I sogni fanno rima,2,3,2010
0523403410,eng,1,June Wetherell,Pinnacle Books,2,9780523403410,8685382,2,Isle of Rapture,2,,1979
3944532112,ger,1,Yasmin Mahler,S. Verlag JG,2,9783944532110,18846342,2,Sklavin Der Sterne,2,9,2013
0737736852,,1,Heidi Williams,Greenhaven Press,3,9780737736854,12362067,3,Homeschooling,2,9,2007
075520218X,,1,Nicholas West,New Generation Publishing,1,9780755202188,8851603,1,Absence of Innocence,2,1,2006
1602798540,,1,Cecilia Minden,Cherry Lake Publishing,2,9781602798540,14355724,2,Kits Grow Up to Be Rabbits,2,8,2010
0857153420,,4,Ashley Ladd,Total-E-Bound Publishing,18,9780857153425,12767961,18,Abracadabra,2,11,2010
9949420067,est,1,"Lady Augusta Gregory, Elise Schneider, Eva Luts",Fantaasia,3,9789949420063,23490549,3,Iiri kangelane Cuchulain : Cuchulaini poisi-iga ja noorus,2,3,2005
1581573758,,1,Anna Southgate,Countryman Press,2,9781581573756,26889770,2,The Art of Numerology: A Practical Guide to Uncover Your Desitny,2,6,2016
1467845396,,1,Nicole Benoit-Roy,Authorhouse,4,9781467845397,14414622,4,Jesus Loves Everybody: Especially Me: Book 1 of 5,2,11,2011
145209957X,,1,Cynthia M. Sauter,Authorhouse,1,9781452099576,12286529,1,The Birds Nest Outside My Bedroom Window,2,7,2011
1846174759,,1,E.C. Tubb,Ulverscroft,1,9781846174759,14459550,1,The First Shot,2,10,2006
1520624999,,3,Ruby Redhead,Red is the Word,4,9781520624990,34426750,4,When The Problem Is Love (Players & Lovers #1),2,2,2017
0838908586,,1,Connie Christopher,American Library Association,3,9780838908587,4052844,3,Empowering Your Library,2,9,2003
044019363X,eng,2,Vanessa Royall,Dell,5,9780440193630,8589554,5,"Wild Wind Westward (Westward, #1)",2,2,1982
0751537683,,14,Toby Clements,"Little, Brown Book Group",118,9780751537680,722187,118,The Asti Spumante Code: A Parody,2,4,2005
1597972460,,2,Jeremy Black,Potomac Books,2,9781597972468,11186084,2,"War in European History, 1660-1792: The Essential Bibliography Series",2,10,2009
0811874176,,7,Bravo,Chronicle Books,31,9780811874175,12760030,31,Real Housewives Tell It Like It Is,2,11,2011
1743384432,en-US,1,Emily   Smith,tebbo,4,9781743384435,15806042,4,The Cillian Murphy Handbook: Everything you need to know about Cillian Murphy,2,1,2012
9020202286,nl,1,A.B. Straatman,sudio imago,1,9789020202281,34840293,1,Het pad van creatie,2,,2008
8890500360,ita,1,Fay R. Ledvinka,Eris,3,9788890500367,28576116,3,"What the fuck are you talking about? Traduzione, omissione e censura nel doppiaggio e nel sottotitolaggio in Italia",2,1,2014
0837121434,,1,Walter Fred Berns,Greenwood-Heinemann Publishing,1,9780837121437,4980484,1,"Freedom, Virtue and the First Amendment",2,12,1969
9797944514,ind,2,Ahmad Sufiatur Rahman,Mediakita,6,9789797944513,22075441,6,AKAR,2,5,2014
076278525X,,1,Desiree Smith-Daughety,FalconGuides,2,9780762785254,17572094,2,Camping Virginia and West Virginia: A Comprehensive Guide to Public Tent and RV Campgrounds,2,9,2013
0472066005,,2,Peter L. Shillingsburg,University of Michigan Press,5,9780472066001,2381892,5,Scholarly Editing in the Computer Age: Theory and Practice,2,8,1996
8857205649,ita,1,"Juan Antonio Gaya Nuno, Benedetta Origo, Vincenzo Strocchi",Skira,3,9788857205649,23355250,3,La orripilante storia del teschio di Goya,2,,2010
1137025247,,2,Christopher D. O'Sullivan,Palgrave Macmillan,2,9781137025241,13575377,2,FDR and the End of Empire: The Origins of American Power in the Middle East,2,10,2012
1909077682,eng,1,Fiona Owen,Cinnamon Press,1,9781909077683,26020270,1,The Green Gate,2,4,2015
9792063846,,1,Zainal Abidin,PT. Elex Media Komputindo,2,9789792063844,7002651,2,"Dongeng Binatang ""Pesta Besar""",2,,2005
0061734896,,44,Gloria Vanderbilt,Ecco,147,9780061734892,6004379,147,Obsession: An Erotic Tale,2,6,2009
1842432311,,3,Tom Bowling,Chartwell Books,13,9781842432310,6004373,13,Pirates and Privateers,2,1,2009
1449740502,,2,Ryan S. Walters,WestBow Press,7,9781449740504,14522440,7,The Last Jeffersonian: Grover Cleveland and the Path to Restoring the Republic,2,2,2012
3499216205,ger,2,Sophie Parker,rororo,11,9783499216206,13629928,11,Mail mir!,2,4,2012
0533031206,,1,Paul Bullock,Vantage Press,2,9780533031207,4644531,2,"Jerry Voorhis, the Idealist as Politician",2,1,1978
4798043559,jpn,1,Song Chuan  kouzi,Xiu He shisutemu,1,9784798043555,33225006,1,グラビアのようにかわいく撮れる ドール撮影テクニック,2,9,2016
1843545322,,7,Olivia Liberty,Atlantic,23,9781843545323,5190747,23,Falling: A Novel,2,1,2007
8831797956,ita,4,Massimo Fini,Marsilio,11,9788831797955,12575777,11,Il Dio Thoth,2,5,2009
1783220848,,1,Anne Rooney,ReadZone Books,2,9781783220847,18595916,2,Soldier Boy,2,3,2014
275608381X,fre,1,"Anne Giudicelli, Luc Brahy",Delcourt,2,9782756083810,33019597,2,13/11 - Reconstitution d'un attentat,2,11,2016
1409916790,,1,Arthur Keyser,Dodo Press,2,9781409916796,9641134,2,From Jungle to Java,2,2,2009
1444793500,eng,1,Emily Dubberley,Hodder & Stoughton,6,9781444793505,21887502,6,Blue Mondays Part Five,2,4,2014
284306129X,ara,1,njH lm`mwry,dr lmd~. dmshq,4,9782843061295,26087189,4,تقشير النص : قراءة في أسطورة انانا جلجامش وشجرة الخالوب,2,,2012
0140299173,,2,Margaret Barbalet,Penguin Australia,4,9780140299175,2264800,4,The Presence Of Angels,2,,2001
0030355052,,11,"Natalia Belting, Bernarda Bryson",Henry Holt & Company,37,9780030355059,1469362,37,The Sun Is a Golden Earring,2,6,1973
9774160223,,2,Sahar Abdel-Hakim,American University in Cairo Press,2,9789774160226,1074054,2,Traveling Through Sinai: From the Fourth to the Twenty-First Century,2,11,2006
8278890102,nor,1,"Johan L. Oiestad, Inge Grodum",Frifant,1,9788278890103,36359464,1,"Hjelp, vi flyr!",2,,1998
1857975154,eng,2,Tim Sebastian,,4,9781857975154,4743782,4,Special Relations,2,,1994
159077020X,,1,Francis Anthony,M. Evans and Company,2,9781590770207,1002109,2,Low-Carb Italian Cooking with the Love Chef: Delicious Italian Recipes for Today's New Lifestyle,2,3,2004
1602919380,,1,Teri Thomas,"Saddleback Educational Publishing, Inc.",2,9781602919389,16617210,2,Read My Lips,2,9,2010
0812695844,,1,"Lisa M. Heldke, Kerri Mommer, William Irwin",Open Court,5,9780812695847,2506405,5,The Atkins Diet and Philosophy: Chewing the Fat with Kant and Nietzsche,2,10,2005
0823967778,,2,Daniel C. Gedacht,PowerKids Press,2,9780823967773,4260329,2,Politics and Government in Ancient Rome,2,1,2004
0836841131,,1,"Rozanne Lanczak Williams, Michael Jarrett",Gareth Stevens Publishing,2,9780836841138,2997717,2,Subtracting,2,1,2004
1589803558,,1,Thomas Forehand Jr.,Pelican Publishing Company,1,9781589803558,450479,1,Robert E. Lee's Lighter Side: The Marble Man's Sense of Humor,2,1,2006
3943304000,ger,2,Ina Norman,Pomaska-Brand,4,9783943304008,13539954,4,"AvaNinian: Erstes Buch (AvaNinian, #1)",2,11,2011
9792217045,ind,1,Paulus Subiyanto,PT Gramedia Pustaka Utama,1,9789792217049,7012834,1,Smart Sex: Panduan Praktis untuk Memaknai Seksualitas Pranikah,2,,2005
1843171988,,1,E. Dickens,Michael O'Mara,4,9781843171980,1980254,4,This Book Will Get You Laid,2,10,2007
0691040680,,1,Conrad Rudolph,Princeton University Press,2,9780691040684,352401,2,Artistic Change at St-Denis: Abbot Suger's Program and the Early Twelfth Century Controversy Over Art,2,2,1990
9038813910,nl,1,"Emile Capouya, Johan Hos",Nijgh & Van Ditmar,3,9789038813912,10867695,3,Wilde vaart,2,,1998
0836846354,,1,Jonatha A. Brown,Gareth Stevens Publishing,2,9780836846355,3734126,2,Texas,2,7,2005
0230619428,,1,Joel Bettridge,Palgrave Macmillan,1,9780230619425,6785210,1,"Reading as Belief: Language Writing, Poetics, Faith",2,10,2009
3499265346,ger,4,Yoyo van Gemerde,Wunderlich,22,9783499265341,6494783,22,Sushi und Chardonnay,2,1,2005
1410953602,,2,Richard Spilsbury,Na-R,1,9781410953605,17245494,1,Geronimo,2,7,2013
1564774147,,1,Kristine Clever,Martingale and Company,1,9781564774149,1648606,1,Clever Knits: 15 Great Looks for Kids,2,2,2002
0762102667,,2,Frederica Langeland,Readers Digest,2,9780762102662,5484965,2,Main dish soups,2,3,2000
9706660917,,1,St. Germain,Grupo Editorial Tomo,2,9789706660916,12077103,2,Iniciacion a la Metafisica,2,11,2007
149187810X,,1,Akwasi Amo-Addae Mintah,Authorhouse UK,1,9781491878101,18733255,1,Corrupt Vision,2,10,2013
1139848380,,1,Olga Tribulato,Cambridge University Press,2,9781139848381,17073127,2,Language and Linguistic Contact in Ancient Sicily,2,11,2012
9766410496,,1,"Natalia Tamruchi, Fine Art Publishing",Fine Art Publishing,2,9789766410490,2785987,2,An Experience of Madness,2,1,1995
0938289500,,1,Anthony     Jones,Da Capo Press,2,9780938289500,1106830,2,Dr. Mudd and the Lincoln Assassination,2,4,1995
0470843306,,1,"Peter Waine, Mike Walker",John Wiley & Sons,2,9780470843307,15374474,2,Takeover,2,10,2001
1452205116,,2,"D'Ette E. Cowan, Stacey L. Joyner, Shirley B. Beckwith",Corwin Publishers,2,9781452205113,14554599,2,Getting Serious about the System: A Fieldbook for District and School Leaders,2,6,2012
1879085801,,3,"Maureen Roffey, Bernard Lodge",Charlesbridge,2,9781879085800,10220476,2,Door to Door: A Split-Page Picture Book,2,8,1993
2070748316,fre,1,Felicien Marceau,Gallimard,3,9782070748310,4435662,3,La Grande Fille,2,2,1997
1402295081,,2,"Steve Smallman, Robert Dunn",Sourcebooks Jabberwocky,4,9781402295089,17845817,4,Santa Is Coming to Delaware,2,10,2013
0000821829,eng,4,Alessia Brio,Smashwords,27,9781452306469,8815935,27,Listen to Me,2,2,2010
0000693294,eng,2,"Alessia Brio, Will Belegon",Smashwords Edition,10,9781452306391,8815936,10,Partnership 101,2,6,2009
0684827506,,1,Michael Tomasky,Free Press,2,9780684827506,876925,2,"Left For Dead: The Life, Death, And Possible Resurrection Of Progressive Politics In America",2,6,1996
071722273X,,1,Mary Blakeslee,Fitzhenry & Whiteside,1,9780717222735,15199273,1,Carnival,2,1,1987
0809231549,,1,Ken Shafer,McGraw-Hill/Contemporary,5,9780809231546,1180634,5,Happy Together: 500 Things to Do for and with,2,10,1996
9059050185,,2,Studio Visual Steps,Visual Steps Publishing,1,9789059050181,13429277,1,Social Media for Seniors,2,5,2012
0444525122,,1,Neal K. Van Alfen,Academic Press,1,9780444525123,20723913,1,Encyclopedia of Agriculture and Food Systems,2,9,2014
0515058653,,1,Lillian Africano,Jove,6,9780515058659,3199964,6,Something Old Something New,2,2,1983
1859726542,,1,Noel Curran,Ashgate Publishing,1,9781859726549,189928,1,The Philosophy of Mathematics and Natural Laws: Another Copernican Revolution,2,1,1997
0313359938,,1,Hillel M. Finestone,Praeger Publishers,6,9780313359934,7356405,6,The Pain Detective: Every Ache Tells a Story: Understanding How Stress and Emotional Hurt Become Chronic Physical Pain,2,9,2009
8806220144,ita,2,"Concita De Gregorio, Lorenzo C.",Einaudi,9,9788806220143,21858928,9,Un giorno sull'isola,2,4,2014
0664235050,,5,"Robert K. Johnston, Craig Detweiler, Barry Taylor",Westminster John Knox Press,10,9780664235055,13746571,10,Don't Stop Believin': Pop Culture and Religion from Ben-Hur to Zombies,2,9,2012
1480052620,eng,2,Dallacey E Green,,3,B009PQ9BZK,24486421,3,For A Lifetime,2,10,2012
1558706240,,1,Jacquelynne Johnson,Betterway Books,4,9781558706248,2891280,4,Beautiful Bridal Accessories You Can Make,2,12,2002
059533847X,,1,R.C. Coile Jr.,iUniverse,1,9780595338474,1853302,1,Murder at Pebble Beach: Murder on the Fairways Series,2,11,2004
0141397241,,29,Thomas Nashe,Penguin Classics,141,9780141397245,24874302,141,The Terrors of the Night,2,2,2015
1900988437,,1,Georgie Anne Geyer,Stacey International Publishers,4,9781900988438,633921,4,Tunisia: A Journey Through a Country That Works,2,7,2004
0786432373,,1,Christopher Wayne Curry,McFarland & Company,2,9780786432370,1574266,2,Film Alchemy: The Independent Cinema of Ted V. Mikels,2,10,2007
155858336X,,1,"Jacob Grimm, Philip H. Bailey, Gavin Bishop, Wilhelm Grimm",NorthSouth,18,9781558583368,4937486,18,The Wedding of Mistress Fox,2,7,1945
0888992823,,1,"Kellerhals-Stewart, Paul Zwolak",Groundwood Books,1,9780888992826,2663979,1,My Brother's Train,2,8,1997
1404801162,,2,"Susan Blackaby, Charlene Delage",Picture Window Books,1,9781404801165,3201182,1,Fish for You: Caring for Your Fish,2,1,2003
0523418965,,1,Kenneth Girard,Pinnacle Books,2,9780523418964,1336064,2,Altered Egos,2,,1983
1428352937,,2,Cathie Robertson,Wadsworth Publishing Company,9,9781428352933,6766761,9,"Safety, Nutrition, and Health in Early Education",2,2,2009
2302016459,jpn,2,Chie Sasahara,Soleil,3,9782302016453,10780988,3,"Professor Strange Love, tome 1",2,4,2011
128387380X,,1,Robert Stanek,Wonderful World Press,1,9781283873802,17709307,1,Complete Kingdoms and the Elves of the Reaches: Complete Series Omnibus,2,12,2012
8392390911,pol,1,Monika Sawicka,Magia Slow,6,9788392390916,18515126,6,Serwantka,2,,2006
9869361544,,1,Luo Jie .Bu Te Er,Hao You Wen Hua,2,9789869361545,33618532,2,歐盟大麻煩：世界第一大經濟體分裂，全球大蕭條即將再臨？,2,12,2016
0615627242,,1,Anand Julka,Ohio Learning,1,9780615627243,16190232,1,Mona's Compulsion: A Family Saga,2,4,2012
0823418448,,5,"Kathleen Krull, Paul  Brewer",Holiday House,25,9780823418442,2871820,25,How to Trick or Treat in Outer Space,2,1,2004
9984403807,lav,1,Friedrich Nietzsche,Zvaigzne ABC,2,9789984403809,27503619,2,Melošanas māksla,2,,2007
0141310782,,12,Lesley Howarth,Puffin Books,48,9780141310787,1088237,48,Ultraviolet,2,,2001
1740810546,eng,1,"Helen Skouteris, Maren Rawlings, Michael J. Platow, David Rawlings, Colin Barry",Heinemann,1,9781740810548,36114786,1,Heinemann Psychology One,2,,2007
2070531244,fre,1,Leon Pressouyre,Gallimard,2,9782070531240,7516088,2,Le Rêve cistercien,2,11,1990
0692506160,,1,Potassium Cockburn,Pski's Porch,1,9780692506165,26370972,1,At the End of All Our Labors,2,8,2015
0615505554,,9,Matt Syverson,Backstage Pass Publishing,26,9780615505558,13392573,26,Band on the Run,2,6,2011
0687055385,,1,"Lois Rock, Anna C. Leplar",Abingdon Press,2,9780687055388,3214476,2,All about Jesus,2,3,2005
0747597928,eng,5,Jennie Walker,Bloomsbury UK,40,9780747597926,6333691,40,24 For 3,2,8,2008
1626198438,,2,James B. Jones Jr.,The History Press,2,9781626198432,27131968,2,Hidden History of Tennessee Politics,2,7,2015
